ID,Function,Comment
4788,"function withdrawPayments ( ) external nonReentrant requiresState ( State . REFUNDING ) { address payee = msg . sender ; uint256 payment = m_weiBalances [ payee ] ; require ( payment != 0 ) ; require ( this . balance >= payment ) ; totalInvested = totalInvested . sub ( payment ) ; m_weiBalances [ payee ] = 0 ; payee . transfer ( payment ) ; RefundSent ( payee , payment ) ; }","withdraw accumulated balance , called by payee in case crowdsale failed"
4790,"function approve ( address spender , uint256 value ) public returns ( bool ) { require ( 0 == value || 0 == allowance ( msg . sender , spender ) ) ; return super . approve ( spender , value ) ; }",Approve the passed address to spend the specified amount of tokens on behalf of msg.sender .
4792,"function reset ( ) public onlyOwnerOrAllowed { for ( uint i = 0 ; i < users . length ; i ++ ) { withdraw ( users [ i ] , balanceUsers [ users [ i ] ] ) ; } }",Resets this contract and returns every amount deposited to each user registered This function is used in case a contract reset is needed or the contract needs to be deactivated .
4794,"function setApp ( bytes32 _namespace , bytes32 _appId , address _app ) public auth ( APP_MANAGER_ROLE , arr ( _namespace , _appId ) ) { _setApp ( _namespace , _appId , _app ) ; }",Set the resolving address of ` _appId ` in namespace ` _namespace ` to ` _app `
4796,"function transferFrom ( address _from , address _to , uint256 _value ) public returns ( bool success ) { require ( _to != address ( 0 ) ) ; balances [ _from ] = balances [ _from ] . sub ( _value ) ; allowed [ _from ] [ msg . sender ] = allowed [ _from ] [ msg . sender ] . sub ( _value ) ; balances [ _to ] = balances [ _to ] . add ( _value ) ; Transfer ( _from , _to , _value ) ; return true ; }",Transfer _value tokens from address _from to address _to using allowance msg.sender allowance on _from
4797,function getMaximumFundsInEuroCents ( ) public constant returns ( uint ) { return 9412000000 ; },maximum investments to be accepted during the sale ( in euro-cents )
4798,"function getDeedByAddress ( string propertyAddress , uint256 i ) public constant returns ( string ) { uint256 propertyAddressHash = uint256 ( keccak256 ( propertyAddress ) ) ; return addressRegistry [ propertyAddressHash ] [ i ] ; }",Gets the deed by property address and chronological index
4799,"function addChunk6ToWhiteList ( ) external onlyOwner { require ( ! chunk6IsAdded ) ; addToWhitelist ( 0xC9403834046d64AAc2F98BA9CD29A84D48DBF58D , 3 ether ) ; addToWhitelist ( 0xd0f9899ec83BF1cf915bf101D6E7949361151523 , 3 ether ) ; addToWhitelist ( 0xeB386a17ED99148dc98F07D0714751786836F68e , 3 ether ) ; addToWhitelist ( 0xeFc85EbccE16Db424fCEfBfA4a523fC9957C0E63 , 3 ether ) ; addToWhitelist ( 0xfa52B6F191F57284762617Cfdbbf187E10C02D93 , 3 ether ) ; addToWhitelist ( 0xfd0928783dd997D982AeeE5399f9B6816FbF789B , 3 ether ) ; addToWhitelist ( 0xFEA0904ACc8Df0F3288b6583f60B86c36Ea52AcD , 3 ether ) ; addToWhitelist ( 0xe9Cc01e48F027a0BFa97aFDa0229F09EDD9a590b , 3.7 ether ) ; addToWhitelist ( 0x4f7c845e4d09c3453bcfe03dd09cc96b5c6941a3 , 4 ether ) ; addToWhitelist ( 0x0d41F957181E584dB82d2E316837B2DE1738C477 , 5 ether ) ; addToWhitelist ( 0x102A65de4c20BCe35Aa9B6ae2eA2ecf60c91831B , 5 ether ) ; addToWhitelist ( 0x1Cff36DeBD53EEB3264fD75497356132C4067632 , 5 ether ) ; addToWhitelist ( 0x21a39c71cb9544336e24d57df3655f30be99cf3b , 5 ether ) ; addToWhitelist ( 0x221CDC565782c03fe4ca913f1392741b67d48a81 , 5 ether ) ; addToWhitelist ( 0x280cbA9bB3bd5E222B75fd9D5ff0D3Ec43F0D087 , 5 ether ) ; addToWhitelist ( 0x2Fc0F28ee6C0172bD7D4DDbf791Fd520B29b10a1 , 5 ether ) ; addToWhitelist ( 0x3243d70ed16410F55f22684a8768e7492E91108b , 5 ether ) ; addToWhitelist ( 0x44b38befe7a68fdbd50963feaa06566980a92f7e , 5 ether ) ; addToWhitelist ( 0x4AA75e261b28884718c49DA3f671b3C32a467faD , 5 ether ) ; addToWhitelist ( 0x522e98867715dA9e1fD87A7e759081cCE8ae61d6 , 5 ether ) ; addToWhitelist ( 0x54e0766871b94d02f148b21a15d7ae4679f19c39 , 5 ether ) ; addToWhitelist ( 0x61cf029E58713260aCDAd6e46a54BA687A465064 , 5 ether ) ; addToWhitelist ( 0x6A4234773DC2c3cb4d2951aAa50107E9454451C1 , 5 ether ) ; addToWhitelist ( 0x6beb418fc6e1958204ac8baddcf109b8e9694966 , 5 ether ) ; addToWhitelist ( 0x90c0E8849266AE128aA355B46D090802DCfB1a25 , 5 ether ) ; addToWhitelist ( 0x9b2c4a09ee37105d7ee139b83ca281ab20f6ca78 , 5 ether ) ; addToWhitelist ( 0x9E4a9f2b4eFd85972cF952d2f5Fb16C291ED43B3 , 5 ether ) ; addToWhitelist ( 0xafa2a0cd8ed977c2515b266c3bcc6fe1096c573d , 5 ether ) ; addToWhitelist ( 0xC1A065a2d29995692735c82d228B63Df1732030E , 5 ether ) ; addToWhitelist ( 0xD069A2c75999B87671a29c61B25848ee288a9d75 , 5 ether ) ; addToWhitelist ( 0xd10f3f908611eca959f43667975f9e917435a449 , 5 ether ) ; addToWhitelist ( 0xd4e470fad0d7195699cA9B713fD7C5196cb61Fec , 5 ether ) ; addToWhitelist ( 0xC32e75369bFcef12195741954687e211B3Bc807A , 6 ether ) ; addToWhitelist ( 0xe6fabdca7cb022434a61839268a7d9c10baf5eb2 , 6 ether ) ; addToWhitelist ( 0xe26b11577372aa5e9c10407fe8f7cce6cb88aba0 , 7 ether ) ; addToWhitelist ( 0x0edc326b97F071C1a5393Ba5344bb762DEE0C53a , 10 ether ) ; addToWhitelist ( 0x2A3F7E5170Ea8Ca967f85f091eF84591f639E031 , 10 ether ) ; addToWhitelist ( 0x32f3474D1eB6aA38A85a7bb4fB85715A216A2640 , 10 ether ) ; addToWhitelist ( 0x49CEF0ce48ab89E6C8bB50a184FbEb19b44Ade63 , 10 ether ) ; addToWhitelist ( 0x67D8dFF88562D156a2306CE5f2eFCA0b452aAdD2 , 10 ether ) ; addToWhitelist ( 0x969f18769a75847d39e91ad0dbdfd80820293b0d , 10 ether ) ; addToWhitelist ( 0x976D1CF16b5b2567503246d7D980F86234cB1fAd , 10 ether ) ; addToWhitelist ( 0xA02f61FE8DeB678b53a4eA1BE0353f4F78D16a5a , 10 ether ) ; addToWhitelist ( 0xd573C0f13aC91d30bC0A08F1c256063e3a6928eF , 10 ether ) ; addToWhitelist ( 0xe5FbbDfd081aaD4913eB25e4b195Ba15C2d64de5 , 10 ether ) ; addToWhitelist ( 0xf159FdAfA300d4b7E417CFE06d55F09d93b60E53 , 10 ether ) ; addToWhitelist ( 0xf831dB774BfC4e2c74b9b42474a0e0DD60B342b1 , 10 ether ) ; addToWhitelist ( 0x8A7aA336E1909641558B906585fc56DeE2B44Dd0 , 15 ether ) ; addToWhitelist ( 0x48ce7eBe80d771a7023E1dC3eB632a4E6Cb0559b , 20 ether ) ; addToWhitelist ( 0x6818025bd0e89506D3D34B0C45cC1E556d2Dbc5B , 20 ether ) ; addToWhitelist ( 0x9BE1c7a1F118F61740f01e96d292c0bae90360aB , 20 ether ) ; addToWhitelist ( 0xa1B0dDDEFFf18651206ae2d68A14f024760eAa75 , 20 ether ) ; chunk6IsAdded = true ; }",Add chunk 6 / 7 to the whitelist
4801,"function appendDelegate ( uint64 idPledge , uint amount , uint64 idReceiver ) internal { Pledge storage p = findPledge ( idPledge ) ; require ( p . delegationChain . length < MAX_DELEGATES ) ; uint64 [ ] memory newDelegationChain = new uint64 [ ] ( p . delegationChain . length + 1 ) ; for ( uint i = 0 ; i < p . delegationChain . length ; i ++ ) { newDelegationChain [ i ] = p . delegationChain [ i ] ; } newDelegationChain [ p . delegationChain . length ] = idReceiver ; uint64 toPledge = findOrCreatePledge ( p . owner , newDelegationChain , 0 , 0 , p . oldPledge , PledgeState . Pledged ) ; doTransfer ( idPledge , toPledge , amount ) ; }",` appendDelegate ` allows for a delegate to be added onto the end of the delegate chain for a given Pledge .
4803,"function cancelSale ( uint256 _tokenId ) public { Sale storage sale = tokenIdToSale [ _tokenId ] ; require ( _isOnSale ( sale ) ) ; address seller = sale . seller ; require ( msg . sender == seller ) ; _cancelSale ( _tokenId , seller ) ; }",This is a state-modifying function that can be called while the contract is paused .
4804,function claimThrone ( string _monarchName ) { externalEnter ( ) ; claimThroneRP ( _monarchName ) ; externalLeave ( ) ; },Claim throne in the given ` _monarchName ` .
4805,"function doSend ( address _from , address _to , uint256 _amount , bytes _userData , address _operator , bytes _operatorData , bool _preventLocking ) internal { requireMultiple ( _amount ) ; callSender ( _operator , _from , _to , _amount , _userData , _operatorData ) ; require ( _to != address ( 0 ) ) ; require ( balancesDB . move ( _from , _to , _amount ) ) ; callRecipient ( _operator , _from , _to , _amount , _userData , _operatorData , _preventLocking ) ; emit Sent ( _operator , _from , _to , _amount , _userData , _operatorData ) ; if ( mErc20compatible ) { emit Transfer ( _from , _to , _amount ) ; } }",Helper function actually performing the sending of tokens using a backend database .
4806,"function doSellerCancel ( bytes16 _tradeID , address _seller , address _buyer , uint256 _value , uint16 _fee , uint128 _additionalGas ) private returns ( bool ) { Escrow memory _escrow ; bytes32 _tradeHash ; ( _escrow , _tradeHash ) = getEscrowAndHash ( _tradeID , _seller , _buyer , _value , _fee ) ; if ( ! _escrow . exists ) { return false ; } if ( _escrow . sellerCanCancelAfter <= 1 || _escrow . sellerCanCancelAfter > block . timestamp ) { return false ; } uint128 _gasFees = _escrow . totalGasFeesSpentByRelayer + ( msg . sender == relayer ? ( GAS_doSellerCancel + _additionalGas ) * uint128 ( tx . gasprice ) : 0 ) ; delete escrows [ _tradeHash ] ; emit CancelledBySeller ( _tradeHash ) ; transferMinusFees ( _seller , _value , _gasFees , 0 ) ; return true ; }",Returns the ether in escrow to the seller .
4815,function validateProposedKingdomName ( string _kingdomName ) constant returns ( bool allowed ) { return validateNameInternal ( _kingdomName ) ; },Check if a name can be used as a kingdom name .
4816,"function withdraw ( Data storage self , string currency , address account , uint amount , string issuerFirm ) internal returns ( bool success ) { bytes32 id_a = keccak256 ( abi . encodePacked ( 'token.balance' , currency , getForwardedAccount ( self , account ) ) ) ; bytes32 id_b = keccak256 ( abi . encodePacked ( 'token.issued' , currency , issuerFirm ) ) ; bytes32 id_c = keccak256 ( abi . encodePacked ( 'token.supply' , currency ) ) ; require ( self . Storage . setUint ( id_a , self . Storage . getUint ( id_a ) . sub ( amount ) ) , ""Error: Unable to set storage value. Please ensure contract has allowed permissions with storage contract."" ) ; require ( self . Storage . setUint ( id_b , self . Storage . getUint ( id_b ) . sub ( amount ) ) , ""Error: Unable to set storage value. Please ensure contract has allowed permissions with storage contract."" ) ; require ( self . Storage . setUint ( id_c , self . Storage . getUint ( id_c ) . sub ( amount ) ) , ""Error: Unable to set storage value. Please ensure contract has allowed permissions with storage contract."" ) ; emit Withdraw ( currency , account , amount , issuerFirm ) ; return true ; }",Withdraw an amount of currency from the Ethereum account holder
4817,"function transferFrom ( address _from , address _to , uint256 _value ) public returns ( bool success ) { require ( _value < allowance [ _from ] [ msg . sender ] ) ; allowance [ _from ] [ msg . sender ] -= _value ; _transfer ( _from , _to , _value ) ; return true ; }",Send ` _value ` tokens to ` _to ` in behalf of ` _from `
4819,"function _resolveAquarium ( uint256 _seed ) internal { bytes32 tempHash = keccak256 ( _seed ) ; FishingAttempt storage tempAttempt = pendingFishing [ tempHash ] ; require ( tempAttempt . fisher != address ( 0 ) ) ; if ( tempAttempt . affiliate != address ( 0 ) && ! affiliated [ tempAttempt . fisher ] ) { chests . mintChest ( tempAttempt . affiliate , 1 , 0 , 0 , 0 , 0 ) ; affiliated [ tempAttempt . fisher ] = true ; } uint32 [ 4 ] memory fishParams = utils . getFishParams ( _seed , tempAttempt . seed , fishes . length , block . coinbase ) ; _mintFish ( tempAttempt . fisher , fishParams [ 3 ] , uint8 ( fishParams [ 0 ] ) , uint8 ( fishParams [ 1 ] ) , uint8 ( fishParams [ 2 ] ) , bytes16 ( keccak256 ( _seed ^ tempAttempt . seed ) ) ) ; beneficiary . transfer ( tempAttempt . feePaid ) ; AquariumResolved ( tempHash , tempAttempt . fisher ) ; delete pendingFishing [ tempHash ] ; }",Call this to resolve hashes and generate fish/chests
4820,"function lockup ( address wallet , uint256 duration ) public onlyOwner { uint256 lockupExpiration = duration . add ( now ) ; lockupExpirations [ wallet ] = lockupExpiration ; emit LockupApplied ( wallet , lockupExpiration ) ; }",Prevents the given wallet to transfer its token for the given duration .
4822,"function check ( ) external view returns ( uint256 , uint256 , uint256 , uint256 ) { return ( _info [ msg . sender ] . totalAmount , _info [ msg . sender ] . receivedAmount , _info [ msg . sender ] . startTime , _info [ msg . sender ] . releaseTime ) ; }",Simple function to return vesting information for a caller .
4823,"function operatorBatchSend ( address _from , address [ ] _recipients , uint256 [ ] _amounts , bytes _userData , bytes _operatorData ) external whenNotPaused whenAccountNotFrozen ( msg . sender ) whenAccountNotFrozen ( _from ) { require ( _recipients . length == _amounts . length , ""The lengths of _recipients and _amounts should be the same."" ) ; require ( isOperatorFor ( msg . sender , _from ) ) ; for ( uint256 i = 0 ; i < _recipients . length ; i ++ ) { doSend ( msg . sender , _from , _recipients [ i ] , _amounts [ i ] , _userData , _operatorData , true ) ; } }",Send tokens to multiple recipients on behalf of the address ` from ` The transaction will revert if any of the recipients is frozen .
4824,function symbol ( ) external view returns ( string _symbol ) { return nftSymbol ; },An abbreviated name for NFTs in this contract
4825,function _productExists ( uint256 _productId ) internal view returns ( bool ) { return products [ _productId ] . id != 0 ; },_productExists checks to see if a product exists
4826,"function addBeneficiary ( address _beneficiary , uint256 _start , uint256 _cliff , uint256 _duration , uint256 _amount ) public onlyOwner validAddress ( _beneficiary ) returns ( address ) { require ( _beneficiary != owner ) ; require ( _amount > 0 ) ; require ( _duration >= _cliff ) ; require ( SafeMath . sub ( totalFunds , distributedTokens ) >= _amount ) ; require ( token . balanceOf ( address ( this ) ) >= _amount ) ; if ( ! beneficiaryExists ( _beneficiary ) ) { beneficiaries . push ( _beneficiary ) ; } distributedTokens = distributedTokens . add ( _amount ) ; address tokenVesting = new TokenVesting ( _beneficiary , _start , _cliff , _duration , false ) ; beneficiaryDistributionContracts [ _beneficiary ] . push ( tokenVesting ) ; distributionContracts [ tokenVesting ] = true ; token . safeTransfer ( tokenVesting , _amount ) ; emit BeneficiaryAdded ( _beneficiary , tokenVesting , _amount ) ; return tokenVesting ; }",Assigns a token release point to a beneficiary .
4827,function sellAllDolAtOnce ( ) { require ( ! frozenAccount [ msg . sender ] ) ; require ( tokenBalanceOf [ msg . sender ] > 0 ) ; require ( this . balance > sellPrice ) ; if ( tokenBalanceOf [ msg . sender ] * sellPrice <= this . balance ) { sell ( tokenBalanceOf [ msg . sender ] ) ; } else { sell ( this . balance / sellPrice ) ; } },"Allow user to sell all amount of metadollars at once , depend on ether amount on contract"
4828,function closeSale ( ) public onlyController { require ( campaignState == 2 ) ; campaignState = 1 ; CampaignClosed ( now ) ; },Puts the camapign into closed state only controller can do so only possible from the active state we can call this function if we want to stop sale before end time and be able to perform 'finalizeCampaign ( ) ' immediately
4829,function getRegistry ( ) external view returns ( address ) { return address ( _registry ) ; },Get the account of the utilized attribute registry .
4830,"function createRewardCollectible ( uint8 _teamId , uint8 _posId , uint256 _attributes , address _owner , uint256 _gameId , uint256 _playerOverrideId , uint256 _mlbPlayerId ) external canCreate whenNotPaused returns ( uint256 ) { address nftOwner = _owner ; if ( nftOwner == address ( 0 ) ) { nftOwner = managerPrimary ; } rewardsRedeemed ++ ; uint32 _sequenceId = getSequenceId ( _teamId ) ; uint256 assetDetails = uint256 ( uint64 ( now ) ) ; assetDetails |= uint256 ( _sequenceId ) << 64 ; assetDetails |= uint256 ( _teamId ) << 96 ; assetDetails |= uint256 ( _posId ) << 104 ; uint256 [ 5 ] memory _nftData = [ assetDetails , _attributes , _gameId , _playerOverrideId , _mlbPlayerId ] ; return _createNFTCollectible ( _teamId , _attributes , nftOwner , 0 , _nftData ) ; }",Helps in redeeming the Rewards using our Oracle .
4831,function setMinETH ( uint wad ) public auth { minETH = wad ; },set the minimal ETH for trades ( depends on otc )
4833,"function claimTokens ( ERC20TokenInterface _address ) public { require ( state == State . Successful ) ; require ( msg . sender == creator ) ; uint256 remainder = _address . balanceOf ( this ) ; _address . transfer ( creator , remainder ) ; }",Function to claim any token stuck on contract
4836,"function getPerson ( uint256 _tokenId ) public view returns ( uint256 tokenId , uint256 sellingPrice , address owner , uint256 nextSellingPrice ) { tokenId = _tokenId ; sellingPrice = personIndexToPrice [ _tokenId ] ; owner = personIndexToOwner [ _tokenId ] ; if ( sellingPrice == 0 ) sellingPrice = startingPrice ; if ( sellingPrice < firstStepLimit ) { nextSellingPrice = SafeMath . div ( SafeMath . mul ( sellingPrice , 200 ) , 94 ) ; } else if ( sellingPrice < secondStepLimit ) { nextSellingPrice = SafeMath . div ( SafeMath . mul ( sellingPrice , 120 ) , 94 ) ; } else { nextSellingPrice = SafeMath . div ( SafeMath . mul ( sellingPrice , 115 ) , 94 ) ; } }",Returns all the relevant information about a specific person .
4838,"function setModule ( address _acct , bool _set ) external onlyOwner returns ( bool ) { modules [ _acct ] = _set ; emit ModuleSet ( _acct , _set ) ; return true ; }",Set/Unset ` _acct ` as an authorized module
4839,function tokenMetadataHash ( uint256 index ) public view returns ( bytes32 ) { return keccak256 ( loans [ index ] . metadata ) ; },"Returns the loan metadata , hashed with keccak256 ."
4841,function isAttributeType ( uint256 attributeTypeID ) public view returns ( bool ) { return _attributeTypes [ attributeTypeID ] . exists ; },Determine if an attribute type with ID ` attributeTypeID ` is currently defined on the jurisdiction .
4842,function ownerOf ( uint256 _tokenId ) public view returns ( address owner ) { owner = playerIndexToOwner [ _tokenId ] ; require ( owner != address ( 0 ) ) ; },Returns the address currently assigned ownership of a given Player .
4843,"function transfer ( address _to , uint256 _value ) public returns ( bool success ) { require ( isTransferEnabled ) ; return doTransfer ( msg . sender , _to , _value ) ; }",send _value amount of tokens to _to address from msg.sender address
4845,function buyShares ( ) payable ;,Function to buy Dao shares according to the funding rules with ` msg.sender ` as the beneficiary
4847,"function transferToContract ( address _to , uint _value , bytes _data ) private returns ( bool success ) { require ( balances [ msg . sender ] >= _value ) ; balances [ msg . sender ] = balances [ msg . sender ] . sub ( _value ) ; balances [ _to ] = balances [ _to ] . add ( _value ) ; ContractReceiver receiver = ContractReceiver ( _to ) ; receiver . tokenFallback ( msg . sender , _value , _data ) ; emit Transfer ( msg . sender , _to , _value ) ; emit Transfer ( msg . sender , _to , _value , _data ) ; return true ; }",Function that is called when transaction target is contract
4851,"function proposeOwnership ( address _newOwnerCandidate ) external onlyOwner { newOwnerCandidate = _newOwnerCandidate ; emit OwnershipRequested ( msg . sender , newOwnerCandidate ) ; }",` onlyOwner ` Proposes to transfer control of the contract to a new owner
4852,"function burn ( uint256 _amount ) public requiresPermission whenNotPaused { _burn ( msg . sender , _amount ) ; }",Allows user to mint if they have the appropriate permissions .
4854,function numberOfPledges ( ) constant returns ( uint ) { return pledges . length - 1 ; },A constant getter that returns the total number of pledges
4855,"function transfer ( address _to , uint256 _value , bytes _data ) public returns ( bool ) { require ( transfer ( _to , _value ) ) ; uint codeLength ; assembly { codeLength := extcodesize ( _to ) } if ( codeLength > 0 ) { ERC223ReceivingContract receiver = ERC223ReceivingContract ( _to ) ; receiver . tokenFallback ( msg . sender , _value , _data ) ; } return true ; }",Send ` _value ` tokens to ` _to ` from ` msg.sender ` and trigger tokenFallback if sender is a contract .
4859,function approveMotion ( uint motionID ) external onlyOwner { require ( motionConfirming ( motionID ) && motionPasses ( motionID ) ) ; address target = motionTarget [ motionID ] ; nomin . freezeAndConfiscate ( target ) ; _closeMotion ( motionID ) ; emit MotionApproved ( motionID ) ; },The foundation may only confiscate a balance during the confirmation period after a motion has passed .
4863,function setEnforceKyc ( bool enforce ) public onlyOwner { enforceKyc = enforce ; },Restrict trading to only those who are whitelisted .
4864,"function multisend ( address [ ] _recipients , uint256 [ ] _balances ) public { require ( _recipients . length == _balances . length , ""not equal length"" ) ; require ( _recipients . length <= multiSendLimit , ""more than limit"" ) ; uint256 i = 0 ; for ( i ; i < _balances . length ; i ++ ) { transfer ( _recipients [ i ] , _balances [ i ] ) ; } emit Multisended ( ) ; }",Function to send multiple token transfers in one tx
4865,"function approve ( address _who , uint256 _value ) public returns ( bool ) { require ( _who != 0x0 ) ; require ( _value == 0 || allowed [ msg . sender ] [ _who ] == 0 ) ; allowed [ msg . sender ] [ _who ] = _value ; emit Approval ( msg . sender , _who , _value ) ; return true ; }",Approves `` _who '' to transfer `` _value '' tokens from `` msg.sender '' to any address .
4866,"function setCaps ( uint256 _goal , uint256 _softCap , uint256 _softCapTime , uint256 _cap ) public onlyOwner beforeSale { require ( 0 < _goal && _goal <= _softCap && _softCap <= _cap ) ; goal = _goal ; softCap = _softCap ; softCapTime = _softCapTime ; cap = _cap ; }","Sets minimum goal , soft cap and max cap"
4867,"function createRequestAsPayerAction ( address [ ] _payeesIdAddress , int256 [ ] _expectedAmounts , address _payerRefundAddress , uint256 [ ] _payeeAmounts , uint256 [ ] _additionals , string _data ) public payable whenNotPaused returns ( bytes32 requestId ) { require ( msg . sender != _payeesIdAddress [ 0 ] && _payeesIdAddress [ 0 ] != 0 , ""caller should not be the main payee"" ) ; uint256 collectedFees ; ( requestId , collectedFees ) = createCoreRequestInternal ( msg . sender , _payeesIdAddress , _expectedAmounts , _data ) ; require ( collectedFees == msg . value , ""fees should be the correct amout"" ) ; if ( _payerRefundAddress != 0 ) { payerRefundAddress [ requestId ] = _payerRefundAddress ; } int256 totalExpectedAmounts = 0 ; for ( uint8 i = 0 ; i < _expectedAmounts . length ; i = i . add ( 1 ) ) { totalExpectedAmounts = totalExpectedAmounts . add ( _expectedAmounts [ i ] ) ; } acceptAndPay ( requestId , _payeeAmounts , _additionals , totalExpectedAmounts ) ; return requestId ; }",Function to create a request as payer .
4869,"function transferFrom ( address _from , address _to , uint256 _value ) public returns ( bool success ) { require ( frozen [ _from ] == false && frozen [ msg . sender ] == false ) ; require ( _to != address ( 0 ) ) ; balances [ _from ] = balances [ _from ] . sub ( _value ) ; allowed [ _from ] [ msg . sender ] = allowed [ _from ] [ msg . sender ] . sub ( _value ) ; balances [ _to ] = balances [ _to ] . add ( _value ) ; emit Transfer ( _from , _to , _value ) ; return true ; }",Transfer _value tokens from address _from to address _to using allowance msg.sender allowance on _from
4872,"function revokeAndReclaim ( ) pre_cond ( isOwner ( ) ) pre_cond ( ! isVestingRevoked ( ) ) { uint reclaimable = totalVestedAmount . sub ( calculateWithdrawable ( ) ) ; withdrawnByBeneficiary = withdrawnMelon ( ) ; revoked = true ; assert ( MELON_CONTRACT . transfer ( owner , reclaimable ) ) ; }",Stops vesting and transfers the totalVestedAmount minus the withdrawable amount at the current time to the contract creator
4876,"function isRegistered ( address _darknodeID ) public view returns ( bool ) { return isRegisteredInEpoch ( _darknodeID , currentEpoch ) ; }",Returns if a darknode is in the registered state .
4877,function ownerClawback ( ) external onlyOwner { require ( totalFunding < PRESALE_MINIMUM_FUNDING ) ; require ( now >= OWNER_CLAWBACK_DATE ) ; owner . transfer ( this . balance ) ; },"The owner can clawback any ethers after a date in the future , so no ethers remain trapped in this contract ."
4880,"function safeTransferFrom ( address _from , address _to , uint256 _tokenId ) external whenNotPaused canBeStoredIn40Bits ( _tokenId ) { require ( _to != address ( 0 ) ) ; require ( _to != address ( this ) ) ; require ( _to != address ( saleMarket ) ) ; require ( _to != address ( breedingMarket ) ) ; require ( _approvedFor ( msg . sender , uint40 ( _tokenId ) ) || _isApprovedForAll ( _from , msg . sender ) ) ; require ( _isOwner ( _from , uint40 ( _tokenId ) ) ) ; _transfer ( _from , _to , uint40 ( _tokenId ) ) ; }",Transfers the ownership of an NFT from one address to another address
4881,"function setForwardedAccount ( Data storage self , address originalAccount , address forwardedAccount ) internal returns ( bool success ) { bytes32 id = keccak256 ( abi . encodePacked ( 'master.account' , forwardedAccount ) ) ; require ( self . Storage . setAddress ( id , originalAccount ) , ""Error: Unable to set storage value. Please ensure contract interface is allowed by the storage contract."" ) ; return true ; }",Set a forwarded address for an account .
4882,"function changeInitialPrice ( uint256 identifier , uint256 newPrice ) public onlyCFO { require ( identifierToOwner [ identifier ] == address ( this ) ) ; identifierToPrice [ identifier ] = newPrice ; Price ( identifier , newPrice , nextPrice ( newPrice ) ) ; }",Set the initial price of a deed .
4884,"function _getExtraParam ( bytes _extraData ) private pure returns ( uint256 val1 , uint256 val2 , uint256 val3 ) { if ( _extraData . length == 2 ) { val1 = uint256 ( _extraData [ 0 ] ) ; val2 = uint256 ( _extraData [ 1 ] ) ; val3 = 1 ; } else if ( _extraData . length == 3 ) { val1 = uint256 ( _extraData [ 0 ] ) ; val2 = uint256 ( _extraData [ 1 ] ) ; val3 = uint256 ( _extraData [ 2 ] ) ; } }",Returns all the relevant information about a specific tokenId .
4886,"function addAffiliate ( address _investor , address _affiliate ) onlyOwner { affiliates [ _investor ] = Affiliate ( _affiliate , true ) ; }",This adds an affiliate Ethereum address to our whitelist
4888,function getAmountToGive ( OrderData order ) public view onlySelf returns ( uint256 amountToGive ) { amountToGive = getAvailableTakerVolume ( order ) ; },Gets the amount that Totle needs to give for this order
4891,"function createAuction ( uint256 _deedId , uint256 _startPrice , uint256 _endPrice , uint256 _duration , uint256 _rentPeriod ) external { require ( _rentPeriod >= 3600 ) ; DWorldRenting dWorldRentingContract = DWorldRenting ( deedContract ) ; var ( renter , ) = dWorldRentingContract . renterOf ( _deedId ) ; require ( renter == address ( 0 ) ) ; identifierToRentPeriod [ _deedId ] = _rentPeriod ; createAuction ( _deedId , _startPrice , _endPrice , _duration ) ; }",Create an auction for a given deed .
4893,"function transfer ( address _to , uint _amount ) returns ( bool ) ;",Transfer ` _amount ` of tokens to ` _to `
4894,"function onApprove ( address _owner , address , uint ) public returns ( bool success ) { if ( _owner == controller || _owner == address ( this ) ) { return true ; } return transferable ; }","Notifies the controller about an approval , for this TokenSale all approvals are allowed by default and no extra notifications are needed"
4895,"function transferFrom ( address from , address to , uint256 amount ) public returns ( bool success ) { bool amountApproved = _allowed [ from ] [ msg . sender ] >= amount ; require ( amountApproved ) ; _allowed [ from ] [ msg . sender ] -= amount ; mTransfer ( from , to , amount ) ; return true ; }",Send ` _amount ` tokens to ` _to ` from ` _from ` on the condition it is approved by ` _from `
4896,function setAllowChangePrice ( bool _allowChangePrice ) external onlyCFO { allowChangePrice = _allowChangePrice ; },Set whether prices can be changed manually .
4897,"function calcSharePriceAndAllocateFees ( ) public returns ( uint ) { var ( gav , managementFee , performanceFee , unclaimedFees , feesShareQuantity , nav , sharePrice ) = performCalculations ( ) ; createShares ( owner , feesShareQuantity ) ; uint highWaterMark = atLastUnclaimedFeeAllocation . highWaterMark >= sharePrice ? atLastUnclaimedFeeAllocation . highWaterMark : sharePrice ; atLastUnclaimedFeeAllocation = Calculations ( { gav : gav , managementFee : managementFee , performanceFee : performanceFee , unclaimedFees : unclaimedFees , nav : nav , highWaterMark : highWaterMark , totalSupply : totalSupply , timestamp : now } ) ; FeesConverted ( now , feesShareQuantity , unclaimedFees ) ; CalculationUpdate ( now , managementFee , performanceFee , nav , sharePrice , totalSupply ) ; return sharePrice ; }",Converts unclaimed fees of the manager into fund shares
