filename,contract,abi,bytecode
5101.sol,node_modules/@openzeppelin/contracts/access/Ownable.sol:Ownable,"[{""inputs"": [{""internalType"": ""address"", ""name"": ""owner"", ""type"": ""address""}], ""name"": ""OwnableInvalidOwner"", ""type"": ""error""}, {""inputs"": [{""internalType"": ""address"", ""name"": ""account"", ""type"": ""address""}], ""name"": ""OwnableUnauthorizedAccount"", ""type"": ""error""}, {""anonymous"": false, ""inputs"": [{""indexed"": true, ""internalType"": ""address"", ""name"": ""previousOwner"", ""type"": ""address""}, {""indexed"": true, ""internalType"": ""address"", ""name"": ""newOwner"", ""type"": ""address""}], ""name"": ""OwnershipTransferred"", ""type"": ""event""}, {""inputs"": [], ""name"": ""owner"", ""outputs"": [{""internalType"": ""address"", ""name"": """", ""type"": ""address""}], ""stateMutability"": ""view"", ""type"": ""function""}, {""inputs"": [], ""name"": ""renounceOwnership"", ""outputs"": [], ""stateMutability"": ""nonpayable"", ""type"": ""function""}, {""inputs"": [{""internalType"": ""address"", ""name"": ""newOwner"", ""type"": ""address""}], ""name"": ""transferOwnership"", ""outputs"": [], ""stateMutability"": ""nonpayable"", ""type"": ""function""}]",
5101.sol,node_modules/@openzeppelin/contracts/token/ERC20/IERC20.sol:IERC20,"[{""anonymous"": false, ""inputs"": [{""indexed"": true, ""internalType"": ""address"", ""name"": ""owner"", ""type"": ""address""}, {""indexed"": true, ""internalType"": ""address"", ""name"": ""spender"", ""type"": ""address""}, {""indexed"": false, ""internalType"": ""uint256"", ""name"": ""value"", ""type"": ""uint256""}], ""name"": ""Approval"", ""type"": ""event""}, {""anonymous"": false, ""inputs"": [{""indexed"": true, ""internalType"": ""address"", ""name"": ""from"", ""type"": ""address""}, {""indexed"": true, ""internalType"": ""address"", ""name"": ""to"", ""type"": ""address""}, {""indexed"": false, ""internalType"": ""uint256"", ""name"": ""value"", ""type"": ""uint256""}], ""name"": ""Transfer"", ""type"": ""event""}, {""inputs"": [{""internalType"": ""address"", ""name"": ""owner"", ""type"": ""address""}, {""internalType"": ""address"", ""name"": ""spender"", ""type"": ""address""}], ""name"": ""allowance"", ""outputs"": [{""internalType"": ""uint256"", ""name"": """", ""type"": ""uint256""}], ""stateMutability"": ""view"", ""type"": ""function""}, {""inputs"": [{""internalType"": ""address"", ""name"": ""spender"", ""type"": ""address""}, {""internalType"": ""uint256"", ""name"": ""value"", ""type"": ""uint256""}], ""name"": ""approve"", ""outputs"": [{""internalType"": ""bool"", ""name"": """", ""type"": ""bool""}], ""stateMutability"": ""nonpayable"", ""type"": ""function""}, {""inputs"": [{""internalType"": ""address"", ""name"": ""account"", ""type"": ""address""}], ""name"": ""balanceOf"", ""outputs"": [{""internalType"": ""uint256"", ""name"": """", ""type"": ""uint256""}], ""stateMutability"": ""view"", ""type"": ""function""}, {""inputs"": [], ""name"": ""totalSupply"", ""outputs"": [{""internalType"": ""uint256"", ""name"": """", ""type"": ""uint256""}], ""stateMutability"": ""view"", ""type"": ""function""}, {""inputs"": [{""internalType"": ""address"", ""name"": ""to"", ""type"": ""address""}, {""internalType"": ""uint256"", ""name"": ""value"", ""type"": ""uint256""}], ""name"": ""transfer"", ""outputs"": [{""internalType"": ""bool"", ""name"": """", ""type"": ""bool""}], ""stateMutability"": ""nonpayable"", ""type"": ""function""}, {""inputs"": [{""internalType"": ""address"", ""name"": ""from"", ""type"": ""address""}, {""internalType"": ""address"", ""name"": ""to"", ""type"": ""address""}, {""internalType"": ""uint256"", ""name"": ""value"", ""type"": ""uint256""}], ""name"": ""transferFrom"", ""outputs"": [{""internalType"": ""bool"", ""name"": """", ""type"": ""bool""}], ""stateMutability"": ""nonpayable"", ""type"": ""function""}]",
5101.sol,node_modules/@openzeppelin/contracts/utils/Context.sol:Context,[],
5101.sol,openzeppelin/SafeMath.sol:SafeMath,[],6055604b600b8282823980515f1a607314603f577f4e487b71000000000000000000000000000000000000000000000000000000005f525f60045260245ffd5b305f52607381538281f3fe730000000000000000000000000000000000000000301460806040525f5ffdfea26469706673582212200ff358ae59ec58298d58fe689d558baadad96ce06237a937c6a44ca279e6a33c64736f6c634300081e0033
3277.sol,3277.sol:DivisionContract,"[{""inputs"": [], ""stateMutability"": ""nonpayable"", ""type"": ""constructor""}, {""inputs"": [{""internalType"": ""address"", ""name"": ""owner"", ""type"": ""address""}], ""name"": ""OwnableInvalidOwner"", ""type"": ""error""}, {""inputs"": [{""internalType"": ""address"", ""name"": ""account"", ""type"": ""address""}], ""name"": ""OwnableUnauthorizedAccount"", ""type"": ""error""}, {""anonymous"": false, ""inputs"": [{""indexed"": true, ""internalType"": ""address"", ""name"": ""previousOwner"", ""type"": ""address""}, {""indexed"": true, ""internalType"": ""address"", ""name"": ""newOwner"", ""type"": ""address""}], ""name"": ""OwnershipTransferred"", ""type"": ""event""}, {""inputs"": [{""internalType"": ""address"", ""name"": """", ""type"": ""address""}], ""name"": ""balanceOf"", ""outputs"": [{""internalType"": ""uint256"", ""name"": """", ""type"": ""uint256""}], ""stateMutability"": ""view"", ""type"": ""function""}, {""inputs"": [{""internalType"": ""uint256"", ""name"": ""_numerator"", ""type"": ""uint256""}, {""internalType"": ""uint256"", ""name"": ""_denominator"", ""type"": ""uint256""}, {""internalType"": ""uint256"", ""name"": ""_scale"", ""type"": ""uint256""}], ""name"": ""compute"", ""outputs"": [{""internalType"": ""uint256"", ""name"": """", ""type"": ""uint256""}], ""stateMutability"": ""pure"", ""type"": ""function""}, {""inputs"": [], ""name"": ""owner"", ""outputs"": [{""internalType"": ""address"", ""name"": """", ""type"": ""address""}], ""stateMutability"": ""view"", ""type"": ""function""}, {""inputs"": [], ""name"": ""renounceOwnership"", ""outputs"": [], ""stateMutability"": ""nonpayable"", ""type"": ""function""}, {""inputs"": [], ""name"": ""totalSupply"", ""outputs"": [{""internalType"": ""uint256"", ""name"": """", ""type"": ""uint256""}], ""stateMutability"": ""view"", ""type"": ""function""}, {""inputs"": [{""internalType"": ""address"", ""name"": ""newOwner"", ""type"": ""address""}], ""name"": ""transferOwnership"", ""outputs"": [], ""stateMutability"": ""nonpayable"", ""type"": ""function""}]",608060405234801561000f575f5ffd5b50335f73ffffffffffffffffffffffffffffffffffffffff168173ffffffffffffffffffffffffffffffffffffffff1603610081575f6040517f1e4fbdf700000000000000000000000000000000000000000000000000000000815260040161007891906101e9565b60405180910390fd5b610090816100e960201b60201c565b506103e860025f3373ffffffffffffffffffffffffffffffffffffffff1673ffffffffffffffffffffffffffffffffffffffff1681526020019081526020015f2081905550670de0b6b3a7640000600181905550610202565b5f5f5f9054906101000a900473ffffffffffffffffffffffffffffffffffffffff169050815f5f6101000a81548173ffffffffffffffffffffffffffffffffffffffff021916908373ffffffffffffffffffffffffffffffffffffffff1602179055508173ffffffffffffffffffffffffffffffffffffffff168173ffffffffffffffffffffffffffffffffffffffff167f8be0079c531659141344cd1fd0a4f28419497f9722a3daafe3b4186f6b6457e060405160405180910390a35050565b5f73ffffffffffffffffffffffffffffffffffffffff82169050919050565b5f6101d3826101aa565b9050919050565b6101e3816101c9565b82525050565b5f6020820190506101fc5f8301846101da565b92915050565b6108108061020f5f395ff3fe608060405234801561000f575f5ffd5b5060043610610060575f3560e01c806318160ddd14610064578063489523561461008257806370a08231146100b2578063715018a6146100e25780638da5cb5b146100ec578063f2fde38b1461010a575b5f5ffd5b61006c610126565b60405161007991906103da565b60405180910390f35b61009c60048036038101906100979190610421565b61012c565b6040516100a991906103da565b60405180910390f35b6100cc60048036038101906100c791906104cb565b6101a0565b6040516100d991906103da565b60405180910390f35b6100ea6101b5565b005b6100f46101c8565b6040516101019190610505565b60405180910390f35b610124600480360381019061011f91906104cb565b6101ef565b005b60015481565b5f5f830361016f576040517f08c379a000000000000000000000000000000000000000000000000000000000815260040161016690610578565b60405180910390fd5b5f82600a61017d91906106f2565b85610188919061073c565b9050838161019691906107aa565b9150509392505050565b6002602052805f5260405f205f915090505481565b6101bd610273565b6101c65f6102fa565b565b5f5f5f9054906101000a900473ffffffffffffffffffffffffffffffffffffffff16905090565b6101f7610273565b5f73ffffffffffffffffffffffffffffffffffffffff168173ffffffffffffffffffffffffffffffffffffffff1603610267575f6040517f1e4fbdf700000000000000000000000000000000000000000000000000000000815260040161025e9190610505565b60405180910390fd5b610270816102fa565b50565b61027b6103bb565b73ffffffffffffffffffffffffffffffffffffffff166102996101c8565b73ffffffffffffffffffffffffffffffffffffffff16146102f8576102bc6103bb565b6040517f118cdaa70000000000000000000000000000000000000000000000000000000081526004016102ef9190610505565b60405180910390fd5b565b5f5f5f9054906101000a900473ffffffffffffffffffffffffffffffffffffffff169050815f5f6101000a81548173ffffffffffffffffffffffffffffffffffffffff021916908373ffffffffffffffffffffffffffffffffffffffff1602179055508173ffffffffffffffffffffffffffffffffffffffff168173ffffffffffffffffffffffffffffffffffffffff167f8be0079c531659141344cd1fd0a4f28419497f9722a3daafe3b4186f6b6457e060405160405180910390a35050565b5f33905090565b5f819050919050565b6103d4816103c2565b82525050565b5f6020820190506103ed5f8301846103cb565b92915050565b5f5ffd5b610400816103c2565b811461040a575f5ffd5b50565b5f8135905061041b816103f7565b92915050565b5f5f5f60608486031215610438576104376103f3565b5b5f6104458682870161040d565b93505060206104568682870161040d565b92505060406104678682870161040d565b9150509250925092565b5f73ffffffffffffffffffffffffffffffffffffffff82169050919050565b5f61049a82610471565b9050919050565b6104aa81610490565b81146104b4575f5ffd5b50565b5f813590506104c5816104a1565b92915050565b5f602082840312156104e0576104df6103f3565b5b5f6104ed848285016104b7565b91505092915050565b6104ff81610490565b82525050565b5f6020820190506105185f8301846104f6565b92915050565b5f82825260208201905092915050565b7f44656e6f6d696e61746f722073686f756c64206e6f74206265207a65726f00005f82015250565b5f610562601e8361051e565b915061056d8261052e565b602082019050919050565b5f6020820190508181035f83015261058f81610556565b9050919050565b7f4e487b71000000000000000000000000000000000000000000000000000000005f52601160045260245ffd5b5f8160011c9050919050565b5f5f8291508390505b6001851115610618578086048111156105f4576105f3610596565b5b60018516156106035780820291505b8081029050610611856105c3565b94506105d8565b94509492505050565b5f8261063057600190506106eb565b8161063d575f90506106eb565b8160018114610653576002811461065d5761068c565b60019150506106eb565b60ff84111561066f5761066e610596565b5b8360020a91508482111561068657610685610596565b5b506106eb565b5060208310610133831016604e8410600b84101617156106c15782820a9050838111156106bc576106bb610596565b5b6106eb565b6106ce84848460016105cf565b925090508184048111156106e5576106e4610596565b5b81810290505b9392505050565b5f6106fc826103c2565b9150610707836103c2565b92506107347fffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffff8484610621565b905092915050565b5f610746826103c2565b9150610751836103c2565b925082820261075f816103c2565b9150828204841483151761077657610775610596565b5b5092915050565b7f4e487b71000000000000000000000000000000000000000000000000000000005f52601260045260245ffd5b5f6107b4826103c2565b91506107bf836103c2565b9250826107cf576107ce61077d565b5b82820490509291505056fea2646970667358221220986f0a6ccf291d7767c601d3f7c67ad2ccfaef0eccc4ab64d9b5ae6ff1c1a7d864736f6c634300081e0033
3277.sol,node_modules/@openzeppelin/contracts/access/Ownable.sol:Ownable,"[{""inputs"": [{""internalType"": ""address"", ""name"": ""owner"", ""type"": ""address""}], ""name"": ""OwnableInvalidOwner"", ""type"": ""error""}, {""inputs"": [{""internalType"": ""address"", ""name"": ""account"", ""type"": ""address""}], ""name"": ""OwnableUnauthorizedAccount"", ""type"": ""error""}, {""anonymous"": false, ""inputs"": [{""indexed"": true, ""internalType"": ""address"", ""name"": ""previousOwner"", ""type"": ""address""}, {""indexed"": true, ""internalType"": ""address"", ""name"": ""newOwner"", ""type"": ""address""}], ""name"": ""OwnershipTransferred"", ""type"": ""event""}, {""inputs"": [], ""name"": ""owner"", ""outputs"": [{""internalType"": ""address"", ""name"": """", ""type"": ""address""}], ""stateMutability"": ""view"", ""type"": ""function""}, {""inputs"": [], ""name"": ""renounceOwnership"", ""outputs"": [], ""stateMutability"": ""nonpayable"", ""type"": ""function""}, {""inputs"": [{""internalType"": ""address"", ""name"": ""newOwner"", ""type"": ""address""}], ""name"": ""transferOwnership"", ""outputs"": [], ""stateMutability"": ""nonpayable"", ""type"": ""function""}]",
3277.sol,node_modules/@openzeppelin/contracts/utils/Context.sol:Context,[],
3277.sol,openzeppelin/SafeMath.sol:SafeMath,[],6055604b600b8282823980515f1a607314603f577f4e487b71000000000000000000000000000000000000000000000000000000005f525f60045260245ffd5b305f52607381538281f3fe730000000000000000000000000000000000000000301460806040525f5ffdfea26469706673582212200ff358ae59ec58298d58fe689d558baadad96ce06237a937c6a44ca279e6a33c64736f6c634300081e0033
521.sol,521.sol:TickerRegistry,"[{""inputs"": [{""internalType"": ""contract IERC20"", ""name"": ""_polyToken"", ""type"": ""address""}], ""stateMutability"": ""nonpayable"", ""type"": ""constructor""}, {""inputs"": [{""internalType"": ""address"", ""name"": ""owner"", ""type"": ""address""}], ""name"": ""OwnableInvalidOwner"", ""type"": ""error""}, {""inputs"": [{""internalType"": ""address"", ""name"": ""account"", ""type"": ""address""}], ""name"": ""OwnableUnauthorizedAccount"", ""type"": ""error""}, {""anonymous"": false, ""inputs"": [{""indexed"": true, ""internalType"": ""address"", ""name"": ""previousOwner"", ""type"": ""address""}, {""indexed"": true, ""internalType"": ""address"", ""name"": ""newOwner"", ""type"": ""address""}], ""name"": ""OwnershipTransferred"", ""type"": ""event""}, {""anonymous"": false, ""inputs"": [{""indexed"": false, ""internalType"": ""uint256"", ""name"": ""_newFee"", ""type"": ""uint256""}], ""name"": ""TickerRegistrationFeeUpdated"", ""type"": ""event""}, {""inputs"": [], ""name"": ""POLY"", ""outputs"": [{""internalType"": ""contract IERC20"", ""name"": """", ""type"": ""address""}], ""stateMutability"": ""view"", ""type"": ""function""}, {""inputs"": [], ""name"": ""owner"", ""outputs"": [{""internalType"": ""address"", ""name"": """", ""type"": ""address""}], ""stateMutability"": ""view"", ""type"": ""function""}, {""inputs"": [], ""name"": ""renounceOwnership"", ""outputs"": [], ""stateMutability"": ""nonpayable"", ""type"": ""function""}, {""inputs"": [{""internalType"": ""uint256"", ""name"": ""_newFee"", ""type"": ""uint256""}], ""name"": ""setTickerRegistrationFee"", ""outputs"": [], ""stateMutability"": ""nonpayable"", ""type"": ""function""}, {""inputs"": [], ""name"": ""tickerRegistrationFee"", ""outputs"": [{""internalType"": ""uint256"", ""name"": """", ""type"": ""uint256""}], ""stateMutability"": ""view"", ""type"": ""function""}, {""inputs"": [{""internalType"": ""address"", ""name"": ""newOwner"", ""type"": ""address""}], ""name"": ""transferOwnership"", ""outputs"": [], ""stateMutability"": ""nonpayable"", ""type"": ""function""}]",60a060405234801561000f575f5ffd5b506040516108c63803806108c68339818101604052810190610031919061022d565b3360015f819055505f73ffffffffffffffffffffffffffffffffffffffff168173ffffffffffffffffffffffffffffffffffffffff16036100a9575f6040517f1e4fbdf70000000000000000000000000000000000000000000000000000000081526004016100a09190610267565b60405180910390fd5b6100b8816100fb60201b60201c565b508073ffffffffffffffffffffffffffffffffffffffff1660808173ffffffffffffffffffffffffffffffffffffffff1681525050600160028190555050610280565b5f60015f9054906101000a900473ffffffffffffffffffffffffffffffffffffffff1690508160015f6101000a81548173ffffffffffffffffffffffffffffffffffffffff021916908373ffffffffffffffffffffffffffffffffffffffff1602179055508173ffffffffffffffffffffffffffffffffffffffff168173ffffffffffffffffffffffffffffffffffffffff167f8be0079c531659141344cd1fd0a4f28419497f9722a3daafe3b4186f6b6457e060405160405180910390a35050565b5f5ffd5b5f73ffffffffffffffffffffffffffffffffffffffff82169050919050565b5f6101eb826101c2565b9050919050565b5f6101fc826101e1565b9050919050565b61020c816101f2565b8114610216575f5ffd5b50565b5f8151905061022781610203565b92915050565b5f60208284031215610242576102416101be565b5b5f61024f84828501610219565b91505092915050565b610261816101e1565b82525050565b5f60208201905061027a5f830184610258565b92915050565b60805161062e6102985f395f6101de015261062e5ff3fe608060405234801561000f575f5ffd5b5060043610610060575f3560e01c80633d77e09214610064578063715018a6146100805780638da5cb5b1461008a578063dbb46393146100a8578063e4bbb4b0146100c6578063f2fde38b146100e4575b5f5ffd5b61007e6004803603810190610079919061040c565b610100565b005b61008861019b565b005b6100926101ae565b60405161009f9190610476565b60405180910390f35b6100b06101d6565b6040516100bd919061049e565b60405180910390f35b6100ce6101dc565b6040516100db9190610512565b60405180910390f35b6100fe60048036038101906100f99190610555565b610200565b005b60025f5403610144576040517f08c379a000000000000000000000000000000000000000000000000000000000815260040161013b906105da565b60405180910390fd5b60025f81905550610153610284565b806002819055507f6a914644ae7ffe71f989459fc287dc87e5bd4724c6ed196df16412426fd52cac81604051610189919061049e565b60405180910390a160015f8190555050565b6101a3610284565b6101ac5f61030b565b565b5f60015f9054906101000a900473ffffffffffffffffffffffffffffffffffffffff16905090565b60025481565b7f000000000000000000000000000000000000000000000000000000000000000081565b610208610284565b5f73ffffffffffffffffffffffffffffffffffffffff168173ffffffffffffffffffffffffffffffffffffffff1603610278575f6040517f1e4fbdf700000000000000000000000000000000000000000000000000000000815260040161026f9190610476565b60405180910390fd5b6102818161030b565b50565b61028c6103ce565b73ffffffffffffffffffffffffffffffffffffffff166102aa6101ae565b73ffffffffffffffffffffffffffffffffffffffff1614610309576102cd6103ce565b6040517f118cdaa70000000000000000000000000000000000000000000000000000000081526004016103009190610476565b60405180910390fd5b565b5f60015f9054906101000a900473ffffffffffffffffffffffffffffffffffffffff1690508160015f6101000a81548173ffffffffffffffffffffffffffffffffffffffff021916908373ffffffffffffffffffffffffffffffffffffffff1602179055508173ffffffffffffffffffffffffffffffffffffffff168173ffffffffffffffffffffffffffffffffffffffff167f8be0079c531659141344cd1fd0a4f28419497f9722a3daafe3b4186f6b6457e060405160405180910390a35050565b5f33905090565b5f5ffd5b5f819050919050565b6103eb816103d9565b81146103f5575f5ffd5b50565b5f81359050610406816103e2565b92915050565b5f60208284031215610421576104206103d5565b5b5f61042e848285016103f8565b91505092915050565b5f73ffffffffffffffffffffffffffffffffffffffff82169050919050565b5f61046082610437565b9050919050565b61047081610456565b82525050565b5f6020820190506104895f830184610467565b92915050565b610498816103d9565b82525050565b5f6020820190506104b15f83018461048f565b92915050565b5f819050919050565b5f6104da6104d56104d084610437565b6104b7565b610437565b9050919050565b5f6104eb826104c0565b9050919050565b5f6104fc826104e1565b9050919050565b61050c816104f2565b82525050565b5f6020820190506105255f830184610503565b92915050565b61053481610456565b811461053e575f5ffd5b50565b5f8135905061054f8161052b565b92915050565b5f6020828403121561056a576105696103d5565b5b5f61057784828501610541565b91505092915050565b5f82825260208201905092915050565b7f5265656e7472616e637947756172643a207265656e7472616e742063616c6c005f82015250565b5f6105c4601f83610580565b91506105cf82610590565b602082019050919050565b5f6020820190508181035f8301526105f1816105b8565b905091905056fea264697066735822122064378ee58d219b9f4c8add987f3c5c592fa6403b5ae5f748ad9f868687d3c5a364736f6c634300081e0033
521.sol,node_modules/@openzeppelin/contracts/access/Ownable.sol:Ownable,"[{""inputs"": [{""internalType"": ""address"", ""name"": ""owner"", ""type"": ""address""}], ""name"": ""OwnableInvalidOwner"", ""type"": ""error""}, {""inputs"": [{""internalType"": ""address"", ""name"": ""account"", ""type"": ""address""}], ""name"": ""OwnableUnauthorizedAccount"", ""type"": ""error""}, {""anonymous"": false, ""inputs"": [{""indexed"": true, ""internalType"": ""address"", ""name"": ""previousOwner"", ""type"": ""address""}, {""indexed"": true, ""internalType"": ""address"", ""name"": ""newOwner"", ""type"": ""address""}], ""name"": ""OwnershipTransferred"", ""type"": ""event""}, {""inputs"": [], ""name"": ""owner"", ""outputs"": [{""internalType"": ""address"", ""name"": """", ""type"": ""address""}], ""stateMutability"": ""view"", ""type"": ""function""}, {""inputs"": [], ""name"": ""renounceOwnership"", ""outputs"": [], ""stateMutability"": ""nonpayable"", ""type"": ""function""}, {""inputs"": [{""internalType"": ""address"", ""name"": ""newOwner"", ""type"": ""address""}], ""name"": ""transferOwnership"", ""outputs"": [], ""stateMutability"": ""nonpayable"", ""type"": ""function""}]",
521.sol,node_modules/@openzeppelin/contracts/security/ReentrancyGuard.sol:ReentrancyGuard,[],
521.sol,node_modules/@openzeppelin/contracts/token/ERC20/IERC20.sol:IERC20,"[{""anonymous"": false, ""inputs"": [{""indexed"": true, ""internalType"": ""address"", ""name"": ""owner"", ""type"": ""address""}, {""indexed"": true, ""internalType"": ""address"", ""name"": ""spender"", ""type"": ""address""}, {""indexed"": false, ""internalType"": ""uint256"", ""name"": ""value"", ""type"": ""uint256""}], ""name"": ""Approval"", ""type"": ""event""}, {""anonymous"": false, ""inputs"": [{""indexed"": true, ""internalType"": ""address"", ""name"": ""from"", ""type"": ""address""}, {""indexed"": true, ""internalType"": ""address"", ""name"": ""to"", ""type"": ""address""}, {""indexed"": false, ""internalType"": ""uint256"", ""name"": ""value"", ""type"": ""uint256""}], ""name"": ""Transfer"", ""type"": ""event""}, {""inputs"": [{""internalType"": ""address"", ""name"": ""owner"", ""type"": ""address""}, {""internalType"": ""address"", ""name"": ""spender"", ""type"": ""address""}], ""name"": ""allowance"", ""outputs"": [{""internalType"": ""uint256"", ""name"": """", ""type"": ""uint256""}], ""stateMutability"": ""view"", ""type"": ""function""}, {""inputs"": [{""internalType"": ""address"", ""name"": ""spender"", ""type"": ""address""}, {""internalType"": ""uint256"", ""name"": ""value"", ""type"": ""uint256""}], ""name"": ""approve"", ""outputs"": [{""internalType"": ""bool"", ""name"": """", ""type"": ""bool""}], ""stateMutability"": ""nonpayable"", ""type"": ""function""}, {""inputs"": [{""internalType"": ""address"", ""name"": ""account"", ""type"": ""address""}], ""name"": ""balanceOf"", ""outputs"": [{""internalType"": ""uint256"", ""name"": """", ""type"": ""uint256""}], ""stateMutability"": ""view"", ""type"": ""function""}, {""inputs"": [], ""name"": ""totalSupply"", ""outputs"": [{""internalType"": ""uint256"", ""name"": """", ""type"": ""uint256""}], ""stateMutability"": ""view"", ""type"": ""function""}, {""inputs"": [{""internalType"": ""address"", ""name"": ""to"", ""type"": ""address""}, {""internalType"": ""uint256"", ""name"": ""value"", ""type"": ""uint256""}], ""name"": ""transfer"", ""outputs"": [{""internalType"": ""bool"", ""name"": """", ""type"": ""bool""}], ""stateMutability"": ""nonpayable"", ""type"": ""function""}, {""inputs"": [{""internalType"": ""address"", ""name"": ""from"", ""type"": ""address""}, {""internalType"": ""address"", ""name"": ""to"", ""type"": ""address""}, {""internalType"": ""uint256"", ""name"": ""value"", ""type"": ""uint256""}], ""name"": ""transferFrom"", ""outputs"": [{""internalType"": ""bool"", ""name"": """", ""type"": ""bool""}], ""stateMutability"": ""nonpayable"", ""type"": ""function""}]",
521.sol,node_modules/@openzeppelin/contracts/utils/Context.sol:Context,[],
521.sol,openzeppelin/SafeMath.sol:SafeMath,[],6055604b600b8282823980515f1a607314603f577f4e487b71000000000000000000000000000000000000000000000000000000005f525f60045260245ffd5b305f52607381538281f3fe730000000000000000000000000000000000000000301460806040525f5ffdfea26469706673582212200ff358ae59ec58298d58fe689d558baadad96ce06237a937c6a44ca279e6a33c64736f6c634300081e0033
